"date","top1","top2","top3","top4","top5","top1_count","top2_count","top3_count","top4_count","top5_count","total_publications","top_list"
"2024-11-15","Semiconductor materials and devices","Catalytic Processes in Materials Science","Copper Interconnects and Reliability","Electronic and Structural Properties of Oxides","GaN-based semiconductor devices and materials","5.0","2.0","1.0","1.0","1.0","5","Semiconductor materials and devices|Catalytic Processes in Materials Science|Copper Interconnects and Reliability|Electronic and Structural Properties of Oxides|GaN-based semiconductor devices and materials"
"2024-11-16","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electrostatic Discharge in Electronics","Ga2O3 and related materials","GaN-based semiconductor devices and materials","3.0","2.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electrostatic Discharge in Electronics|Ga2O3 and related materials|GaN-based semiconductor devices and materials"
"2024-11-17","Semiconductor materials and devices","Nanowire Synthesis and Applications","Photonic and Optical Devices","3D IC and TSV technologies","Advancements in Semiconductor Devices and Circuit Design","6.0","2.0","2.0","1.0","1.0","6","Semiconductor materials and devices|Nanowire Synthesis and Applications|Photonic and Optical Devices|3D IC and TSV technologies|Advancements in Semiconductor Devices and Circuit Design"
"2024-11-18","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Silicon Carbide Semiconductor Technologies","Silicon Nanostructures and Photoluminescence","Copper Interconnects and Reliability","18.0","3.0","3.0","3.0","2.0","18","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Silicon Carbide Semiconductor Technologies|Silicon Nanostructures and Photoluminescence|Copper Interconnects and Reliability"
"2024-11-19","Semiconductor materials and devices","Advanced ceramic materials synthesis","Advanced materials and composites","Advancements in Semiconductor Devices and Circuit Design","GaN-based semiconductor devices and materials","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced ceramic materials synthesis|Advanced materials and composites|Advancements in Semiconductor Devices and Circuit Design|GaN-based semiconductor devices and materials"
"2024-11-20","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advancements in Battery Materials","Electronic and Structural Properties of Oxides","GaN-based semiconductor devices and materials","5.0","2.0","1.0","1.0","1.0","5","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advancements in Battery Materials|Electronic and Structural Properties of Oxides|GaN-based semiconductor devices and materials"
"2024-11-21","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advancements in Solid Oxide Fuel Cells","Analytical Chemistry and Sensors","Catalytic Processes in Materials Science","7.0","1.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advancements in Solid Oxide Fuel Cells|Analytical Chemistry and Sensors|Catalytic Processes in Materials Science"
"2024-11-22","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electron and X-Ray Spectroscopy Techniques","Advancements in Battery Materials","Semiconductor materials and interfaces","73.0","11.0","11.0","10.0","9.0","73","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electron and X-Ray Spectroscopy Techniques|Advancements in Battery Materials|Semiconductor materials and interfaces"
"2024-11-23","Advancements in Battery Materials","Ferroelectric and Piezoelectric Materials","Semiconductor materials and devices","","","1.0","1.0","1.0","","","1","Advancements in Battery Materials|Ferroelectric and Piezoelectric Materials|Semiconductor materials and devices"
"2024-11-24","Manufacturing Process and Optimization","Semiconductor materials and devices","","","","1.0","1.0","","","","1","Manufacturing Process and Optimization|Semiconductor materials and devices"
"2024-11-25","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","3D IC and TSV technologies","Analytical Chemistry and Sensors","10.0","2.0","2.0","1.0","1.0","10","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|3D IC and TSV technologies|Analytical Chemistry and Sensors"
"2024-11-26","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Electron and X-Ray Spectroscopy Techniques","Electronic and Structural Properties of Oxides","7.0","3.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Electron and X-Ray Spectroscopy Techniques|Electronic and Structural Properties of Oxides"
"2024-11-27","Semiconductor materials and devices","ZnO doping and properties","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Electron and X-Ray Spectroscopy Techniques","7.0","2.0","1.0","1.0","1.0","7","Semiconductor materials and devices|ZnO doping and properties|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Electron and X-Ray Spectroscopy Techniques"
"2024-11-28","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electron and X-Ray Spectroscopy Techniques","Integrated Circuits and Semiconductor Failure Analysis","Advanced Memory and Neural Computing","11.0","3.0","2.0","2.0","1.0","11","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electron and X-Ray Spectroscopy Techniques|Integrated Circuits and Semiconductor Failure Analysis|Advanced Memory and Neural Computing"
"2024-11-29","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","GaN-based semiconductor devices and materials","Transition Metal Oxide Nanomaterials","7.0","2.0","2.0","2.0","2.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|GaN-based semiconductor devices and materials|Transition Metal Oxide Nanomaterials"
"2024-11-30","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","GaN-based semiconductor devices and materials","Semiconductor Quantum Structures and Devices","4.0","2.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|GaN-based semiconductor devices and materials|Semiconductor Quantum Structures and Devices"
"2024-12-01","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Electronic and Structural Properties of Oxides","Advancements in Battery Materials","42.0","8.0","5.0","5.0","4.0","42","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Electronic and Structural Properties of Oxides|Advancements in Battery Materials"
"2024-12-02","Semiconductor materials and devices","Silicon Carbide Semiconductor Technologies","Advancements in Battery Materials","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","7.0","3.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Silicon Carbide Semiconductor Technologies|Advancements in Battery Materials|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability"
"2024-12-03","Semiconductor materials and devices","3D IC and TSV technologies","Analytical Chemistry and Sensors","Advancements in Semiconductor Devices and Circuit Design","Advancements in Solid Oxide Fuel Cells","10.0","3.0","2.0","1.0","1.0","10","Semiconductor materials and devices|3D IC and TSV technologies|Analytical Chemistry and Sensors|Advancements in Semiconductor Devices and Circuit Design|Advancements in Solid Oxide Fuel Cells"
"2024-12-04","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advanced Data Storage Technologies","Analytical Chemistry and Sensors","Copper Interconnects and Reliability","11.0","3.0","2.0","2.0","2.0","11","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advanced Data Storage Technologies|Analytical Chemistry and Sensors|Copper Interconnects and Reliability"
"2024-12-05","Semiconductor materials and devices","Acoustic Wave Resonator Technologies","Thin-Film Transistor Technologies","Advanced Memory and Neural Computing","Advancements in Battery Materials","8.0","2.0","2.0","1.0","1.0","8","Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Thin-Film Transistor Technologies|Advanced Memory and Neural Computing|Advancements in Battery Materials"
"2024-12-06","Semiconductor materials and devices","Catalytic Processes in Materials Science","Advanced Memory and Neural Computing","Electronic and Structural Properties of Oxides","Advanced Data Storage Technologies","9.0","3.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Catalytic Processes in Materials Science|Advanced Memory and Neural Computing|Electronic and Structural Properties of Oxides|Advanced Data Storage Technologies"
"2024-12-07","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Ferroelectric and Negative Capacitance Devices","Silicon Carbide Semiconductor Technologies","31.0","19.0","8.0","6.0","4.0","31","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Ferroelectric and Negative Capacitance Devices|Silicon Carbide Semiconductor Technologies"
"2024-12-08","Semiconductor materials and devices","GaN-based semiconductor devices and materials","Integrated Circuits and Semiconductor Failure Analysis","Nanowire Synthesis and Applications","ZnO doping and properties","3.0","1.0","1.0","1.0","1.0","3","Semiconductor materials and devices|GaN-based semiconductor devices and materials|Integrated Circuits and Semiconductor Failure Analysis|Nanowire Synthesis and Applications|ZnO doping and properties"
"2024-12-09","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Thin-Film Transistor Technologies","Advanced Memory and Neural Computing","Integrated Circuits and Semiconductor Failure Analysis","12.0","5.0","3.0","2.0","2.0","12","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Thin-Film Transistor Technologies|Advanced Memory and Neural Computing|Integrated Circuits and Semiconductor Failure Analysis"
"2024-12-10","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advancements in Semiconductor Devices and Circuit Design","Acoustic Wave Resonator Technologies","Advancements in Battery Materials","10.0","3.0","2.0","1.0","1.0","10","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advancements in Semiconductor Devices and Circuit Design|Acoustic Wave Resonator Technologies|Advancements in Battery Materials"
"2024-12-11","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Advanced Materials Characterization Techniques","Catalytic Processes in Materials Science","9.0","3.0","3.0","1.0","1.0","9","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Advanced Materials Characterization Techniques|Catalytic Processes in Materials Science"
"2024-12-12","Semiconductor materials and devices","Ferroelectric and Piezoelectric Materials","Analytical Chemistry and Sensors","Copper Interconnects and Reliability","Electronic and Structural Properties of Oxides","4.0","2.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Ferroelectric and Piezoelectric Materials|Analytical Chemistry and Sensors|Copper Interconnects and Reliability|Electronic and Structural Properties of Oxides"
"2024-12-13","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Advanced Data Storage Technologies","9.0","3.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Advanced Data Storage Technologies"
"2024-12-14","Advancements in Semiconductor Devices and Circuit Design","Semiconductor materials and devices","Silicon Nanostructures and Photoluminescence","","","1.0","1.0","1.0","","","1","Advancements in Semiconductor Devices and Circuit Design|Semiconductor materials and devices|Silicon Nanostructures and Photoluminescence"
"2024-12-15","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Integrated Circuits and Semiconductor Failure Analysis","Optical Coatings and Gratings","2.0","1.0","1.0","1.0","1.0","2","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Integrated Circuits and Semiconductor Failure Analysis|Optical Coatings and Gratings"
"2024-12-16","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Molecular Junctions and Nanostructures","Copper Interconnects and Reliability","GaN-based semiconductor devices and materials","13.0","3.0","3.0","2.0","2.0","13","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Molecular Junctions and Nanostructures|Copper Interconnects and Reliability|GaN-based semiconductor devices and materials"
"2024-12-17","Semiconductor materials and devices","Semiconductor materials and interfaces","Advancements in Battery Materials","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","7.0","2.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Semiconductor materials and interfaces|Advancements in Battery Materials|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability"
"2024-12-18","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","Metal and Thin Film Mechanics","Silicon Carbide Semiconductor Technologies","12.0","2.0","2.0","2.0","2.0","12","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|Metal and Thin Film Mechanics|Silicon Carbide Semiconductor Technologies"
"2024-12-19","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advanced Data Storage Technologies","Advancements in Battery Materials","High-Temperature Coating Behaviors","4.0","2.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advanced Data Storage Technologies|Advancements in Battery Materials|High-Temperature Coating Behaviors"
"2024-12-20","Semiconductor materials and devices","GaN-based semiconductor devices and materials","Advancements in Semiconductor Devices and Circuit Design","Advancements in Solid Oxide Fuel Cells","Analytical Chemistry and Sensors","5.0","2.0","1.0","1.0","1.0","5","Semiconductor materials and devices|GaN-based semiconductor devices and materials|Advancements in Semiconductor Devices and Circuit Design|Advancements in Solid Oxide Fuel Cells|Analytical Chemistry and Sensors"
"2024-12-21","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Electrocatalysts for Energy Conversion","Ferroelectric and Negative Capacitance Devices","2.0","1.0","1.0","1.0","1.0","2","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Electrocatalysts for Energy Conversion|Ferroelectric and Negative Capacitance Devices"
"2024-12-22","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Ferroelectric and Negative Capacitance Devices","Metal and Thin Film Mechanics","2.0","1.0","1.0","1.0","1.0","2","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Ferroelectric and Negative Capacitance Devices|Metal and Thin Film Mechanics"
"2024-12-23","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Advancements in Battery Materials","Anodic Oxide Films and Nanostructures","11.0","3.0","2.0","1.0","1.0","11","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Advancements in Battery Materials|Anodic Oxide Films and Nanostructures"
"2024-12-24","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Ferroelectric and Negative Capacitance Devices","Advanced Materials Characterization Techniques","9.0","4.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Ferroelectric and Negative Capacitance Devices|Advanced Materials Characterization Techniques"
"2024-12-25","Semiconductor materials and devices","Advanced Memory and Neural Computing","Electronic and Structural Properties of Oxides","Graphene research and applications","Nuclear Materials and Properties","3.0","2.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Advanced Memory and Neural Computing|Electronic and Structural Properties of Oxides|Graphene research and applications|Nuclear Materials and Properties"
"2024-12-26","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advanced materials and composites","Catalytic Processes in Materials Science","GaN-based semiconductor devices and materials","5.0","2.0","1.0","1.0","1.0","5","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advanced materials and composites|Catalytic Processes in Materials Science|GaN-based semiconductor devices and materials"
"2024-12-27","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Quantum and electron transport phenomena","Advanced Surface Polishing Techniques","Copper Interconnects and Reliability","7.0","3.0","2.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Quantum and electron transport phenomena|Advanced Surface Polishing Techniques|Copper Interconnects and Reliability"
"2024-12-28","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Copper Interconnects and Reliability","Ferroelectric and Negative Capacitance Devices","6.0","4.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Copper Interconnects and Reliability|Ferroelectric and Negative Capacitance Devices"
"2024-12-29","Advanced Surface Polishing Techniques","Plasma Diagnostics and Applications","Semiconductor materials and devices","","","1.0","1.0","1.0","","","1","Advanced Surface Polishing Techniques|Plasma Diagnostics and Applications|Semiconductor materials and devices"
"2024-12-30","Semiconductor materials and devices","Integrated Circuits and Semiconductor Failure Analysis","Electron and X-Ray Spectroscopy Techniques","Electronic and Structural Properties of Oxides","Advanced Chemical Physics Studies","9.0","3.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Integrated Circuits and Semiconductor Failure Analysis|Electron and X-Ray Spectroscopy Techniques|Electronic and Structural Properties of Oxides|Advanced Chemical Physics Studies"
"2024-12-31","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Photonic and Optical Devices","Semiconductor Quantum Structures and Devices","5.0","3.0","1.0","1.0","1.0","5","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Photonic and Optical Devices|Semiconductor Quantum Structures and Devices"
"2025-01-01","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Integrated Circuits and Semiconductor Failure Analysis","Semiconductor materials and interfaces","605.0","138.0","73.0","66.0","62.0","605","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Integrated Circuits and Semiconductor Failure Analysis|Semiconductor materials and interfaces"
"2025-01-02","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Battery Materials","Advancements in Semiconductor Devices and Circuit Design","Electron and X-Ray Spectroscopy Techniques","3.0","1.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Battery Materials|Advancements in Semiconductor Devices and Circuit Design|Electron and X-Ray Spectroscopy Techniques"
"2025-01-03","Semiconductor materials and devices","Radiation Effects in Electronics","Advancements in Semiconductor Devices and Circuit Design","Analytical Chemistry and Sensors","Electron and X-Ray Spectroscopy Techniques","4.0","2.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Radiation Effects in Electronics|Advancements in Semiconductor Devices and Circuit Design|Analytical Chemistry and Sensors|Electron and X-Ray Spectroscopy Techniques"
"2025-01-04","Semiconductor materials and devices","Radio Frequency Integrated Circuit Design","3D IC and TSV technologies","Advanced oxidation water treatment","Electronic and Structural Properties of Oxides","5.0","2.0","1.0","1.0","1.0","5","Semiconductor materials and devices|Radio Frequency Integrated Circuit Design|3D IC and TSV technologies|Advanced oxidation water treatment|Electronic and Structural Properties of Oxides"
"2025-01-05","Semiconductor materials and devices","Advancements in Battery Materials","Electronic and Structural Properties of Oxides","Ferroelectric and Negative Capacitance Devices","ZnO doping and properties","2.0","1.0","1.0","1.0","1.0","2","Semiconductor materials and devices|Advancements in Battery Materials|Electronic and Structural Properties of Oxides|Ferroelectric and Negative Capacitance Devices|ZnO doping and properties"
"2025-01-06","Semiconductor materials and devices","Advanced Memory and Neural Computing","Catalytic Processes in Materials Science","Advanced Surface Polishing Techniques","Advanced ceramic materials synthesis","7.0","2.0","2.0","1.0","1.0","7","Semiconductor materials and devices|Advanced Memory and Neural Computing|Catalytic Processes in Materials Science|Advanced Surface Polishing Techniques|Advanced ceramic materials synthesis"
"2025-01-07","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Ferroelectric and Negative Capacitance Devices","GaN-based semiconductor devices and materials","Advanced Memory and Neural Computing","7.0","2.0","2.0","2.0","1.0","7","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Ferroelectric and Negative Capacitance Devices|GaN-based semiconductor devices and materials|Advanced Memory and Neural Computing"
"2025-01-08","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","Advanced Memory and Neural Computing","Advanced Photocatalysis Techniques","9.0","3.0","2.0","1.0","1.0","9","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|Advanced Memory and Neural Computing|Advanced Photocatalysis Techniques"
"2025-01-09","Semiconductor materials and devices","Advanced Memory and Neural Computing","Anodic Oxide Films and Nanostructures","Copper Interconnects and Reliability","Diamond and Carbon-based Materials Research","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced Memory and Neural Computing|Anodic Oxide Films and Nanostructures|Copper Interconnects and Reliability|Diamond and Carbon-based Materials Research"
"2025-01-10","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Advancements in Battery Materials","Ferroelectric and Piezoelectric Materials","6.0","3.0","2.0","1.0","1.0","6","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Advancements in Battery Materials|Ferroelectric and Piezoelectric Materials"
"2025-01-11","Semiconductor materials and devices","Semiconductor materials and interfaces","Silicon and Solar Cell Technologies","","","2.0","1.0","1.0","","","2","Semiconductor materials and devices|Semiconductor materials and interfaces|Silicon and Solar Cell Technologies"
"2025-01-12","Semiconductor materials and devices","Copper Interconnects and Reliability","Multilevel Inverters and Converters","Silicon Carbide Semiconductor Technologies","Synthesis and properties of polymers","2.0","1.0","1.0","1.0","1.0","2","Semiconductor materials and devices|Copper Interconnects and Reliability|Multilevel Inverters and Converters|Silicon Carbide Semiconductor Technologies|Synthesis and properties of polymers"
"2025-01-13","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced ceramic materials synthesis","Advancements in Battery Materials","Aluminum Alloys Composites Properties","8.0","3.0","1.0","1.0","1.0","8","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced ceramic materials synthesis|Advancements in Battery Materials|Aluminum Alloys Composites Properties"
"2025-01-14","Semiconductor materials and devices","Advanced Data Storage Technologies","Copper Interconnects and Reliability","Diamond and Carbon-based Materials Research","Electron and X-Ray Spectroscopy Techniques","6.0","1.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Advanced Data Storage Technologies|Copper Interconnects and Reliability|Diamond and Carbon-based Materials Research|Electron and X-Ray Spectroscopy Techniques"
"2025-01-15","Semiconductor materials and devices","Semiconductor materials and interfaces","Thin-Film Transistor Technologies","Advancements in Battery Materials","Electrochemical Analysis and Applications","7.0","2.0","2.0","1.0","1.0","7","Semiconductor materials and devices|Semiconductor materials and interfaces|Thin-Film Transistor Technologies|Advancements in Battery Materials|Electrochemical Analysis and Applications"
"2025-01-16","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","Electronic and Structural Properties of Oxides","Integrated Circuits and Semiconductor Failure Analysis","3.0","2.0","2.0","1.0","1.0","3","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|Electronic and Structural Properties of Oxides|Integrated Circuits and Semiconductor Failure Analysis"
"2025-01-17","Semiconductor materials and devices","Advanced Battery Materials and Technologies","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Copper Interconnects and Reliability","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced Battery Materials and Technologies|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Copper Interconnects and Reliability"
"2025-01-19","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advancements in Battery Materials","Advancements in Solid Oxide Fuel Cells","Analytical Chemistry and Sensors","7.0","2.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advancements in Battery Materials|Advancements in Solid Oxide Fuel Cells|Analytical Chemistry and Sensors"
"2025-01-20","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Machine Learning in Materials Science","Metal and Thin Film Mechanics","Advancements in Semiconductor Devices and Circuit Design","8.0","4.0","2.0","2.0","1.0","8","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Machine Learning in Materials Science|Metal and Thin Film Mechanics|Advancements in Semiconductor Devices and Circuit Design"
"2025-01-21","Semiconductor materials and devices","Advanced ceramic materials synthesis","Force Microscopy Techniques and Applications","Molecular Junctions and Nanostructures","Semiconductor materials and interfaces","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced ceramic materials synthesis|Force Microscopy Techniques and Applications|Molecular Junctions and Nanostructures|Semiconductor materials and interfaces"
"2025-01-22","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Advancements in Battery Materials","Molecular Junctions and Nanostructures","4.0","2.0","2.0","1.0","1.0","4","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Advancements in Battery Materials|Molecular Junctions and Nanostructures"
"2025-01-23","Semiconductor materials and devices","Catalytic Processes in Materials Science","Electronic and Structural Properties of Oxides","Anodic Oxide Films and Nanostructures","Electron and X-Ray Spectroscopy Techniques","5.0","3.0","3.0","1.0","1.0","5","Semiconductor materials and devices|Catalytic Processes in Materials Science|Electronic and Structural Properties of Oxides|Anodic Oxide Films and Nanostructures|Electron and X-Ray Spectroscopy Techniques"
"2025-01-24","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Semiconductor materials and interfaces","Conducting polymers and applications","Copper Interconnects and Reliability","13.0","7.0","2.0","1.0","1.0","13","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Semiconductor materials and interfaces|Conducting polymers and applications|Copper Interconnects and Reliability"
"2025-01-25","Semiconductor materials and devices","Analytical Chemistry and Sensors","Catalytic Processes in Materials Science","Integrated Circuits and Semiconductor Failure Analysis","Silicon and Solar Cell Technologies","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Analytical Chemistry and Sensors|Catalytic Processes in Materials Science|Integrated Circuits and Semiconductor Failure Analysis|Silicon and Solar Cell Technologies"
"2025-01-27","Semiconductor materials and devices","Copper Interconnects and Reliability","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Ga2O3 and related materials","8.0","2.0","1.0","1.0","1.0","8","Semiconductor materials and devices|Copper Interconnects and Reliability|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Ga2O3 and related materials"
"2025-01-28","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Advanced Materials Characterization Techniques","Advancements in Battery Materials","5.0","2.0","2.0","1.0","1.0","5","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Advanced Materials Characterization Techniques|Advancements in Battery Materials"
"2025-01-29","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Nanowire Synthesis and Applications","Advanced Chemical Physics Studies","7.0","2.0","2.0","2.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Nanowire Synthesis and Applications|Advanced Chemical Physics Studies"
"2025-01-30","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Advancements in Solid Oxide Fuel Cells","9.0","2.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Advancements in Solid Oxide Fuel Cells"
