date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2024-11-19,1,113.28,0.0069333333333332,0.0552612994350281,14064282,224222315.0,0.0012933112612767,1.4073807854858118,68.0,-0.75,-0.7635879843746779,1,Bacterial Genetics and Biotechnology,CRISPR and Genetic Engineering,Enzyme Structure and Function,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|CRISPR and Genetic Engineering|Enzyme Structure and Function
2024-11-20,6,114.425,0.0101076977401131,0.0556696526108804,11807027,226444750.0,-0.1604955731120864,0.8769342453272464,68.0,5.0,0.6442483360842466,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Protein Structure and Dynamics,Bacterial biofilms and quorum sensing,Enzyme Structure and Function,6.0,4.0,2.0,1.0,1.0,17.0,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Protein Structure and Dynamics|Bacterial biofilms and quorum sensing|Enzyme Structure and Function
2024-11-21,1,115.2,0.0067729954118416,0.0467447916666667,13041374,234347435.0,0.1045434214726535,1.147413289105218,68.0,-0.8333333333333334,-0.7683827893814789,1,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Photosynthetic Processes and Mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Photosynthetic Processes and Mechanisms
2024-11-22,5,117.1,0.0164930555555555,0.029205807002562,10944664,238290652.0,-0.1607737037523806,0.6230396312918581,71.0,4.0,0.3707618264266121,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,DNA Repair Mechanisms,Escherichia coli research studies,5.0,2.0,2.0,1.0,1.0,15.0,1.0,0.4,0.4,0.2,0.2,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms|DNA Repair Mechanisms|Escherichia coli research studies
2024-11-25,3,118.77,0.0142613151152861,0.0006314725940894,16776217,248167899.0,0.5328215649196724,1.8196580166747167,70.0,-0.4,-0.20313697427320138,1,Bacterial Genetics and Biotechnology,Biochemical and Structural Characterization,DNA and Nucleic Acid Chemistry,Glycosylation and Glycoproteins Research,Microbial Metabolic Engineering and Bioproduction,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Biochemical and Structural Characterization|DNA and Nucleic Acid Chemistry|Glycosylation and Glycoproteins Research|Microbial Metabolic Engineering and Bioproduction
2024-11-26,4,119.54,0.0064831186326512,0.0028024092354024,10059463,251356138.0,-0.4003735764743624,0.331421253797493,70.0,0.33333333333333326,0.08634869786347014,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Enzyme Production and Characterization,Glycosylation and Glycoproteins Research,4.0,2.0,1.0,1.0,1.0,10.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Enzyme Production and Characterization|Glycosylation and Glycoproteins Research
2024-11-27,2,120.795,0.0104985778818806,-0.0178401423899997,8846406,254448505.0,-0.1205886437476831,-0.0441870791560045,68.0,-0.5,-0.4939233769702242,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Genomics and Phylogenetic Studies,Microbial Natural Products and Biosynthesis,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Genomics and Phylogenetic Studies|Microbial Natural Products and Biosynthesis
2024-11-29,4,120.585,-0.0017384825530857,-0.0030269104780861,5647514,250273101.0,-0.361603570986907,-1.337351336422724,69.0,1.0,0.09423379903202933,0,Bacterial Genetics and Biotechnology,Biofuel production and bioconversion,Cellular transport and secretion,Endoplasmic Reticulum Stress and Disease,Enzyme Structure and Function,4.0,1.0,1.0,1.0,1.0,12.0,1.0,0.25,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Biofuel production and bioconversion|Cellular transport and secretion|Endoplasmic Reticulum Stress and Disease|Enzyme Structure and Function
2024-12-02,9,120.52,-0.000539038852262,-0.0043976103551276,14554319,256559273.0,1.5771195963392035,1.402644353550213,64.0,1.25,1.5361463062504774,0,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Escherichia coli research studies,9.0,2.0,2.0,2.0,2.0,27.0,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Escherichia coli research studies
2024-12-03,1,118.845,-0.0138981081978094,0.0012200765703227,7686580,256728869.0,-0.4718694842403825,-0.4487002678519384,59.0,-0.8888888888888888,-0.8013516896146895,1,Bacterial Genetics and Biotechnology,Enzyme Structure and Function,Trace Elements in Health,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Enzyme Structure and Function|Trace Elements in Health
2024-12-04,3,119.875,0.0086667508098783,-0.0111783107403545,8550995,257170644.0,0.1124576859929904,-0.1359611711339523,60.0,2.0,-0.21112157325068845,0,Bacterial Genetics and Biotechnology,Glycosylation and Glycoproteins Research,RNA and protein synthesis mechanisms,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,3.0,2.0,2.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Glycosylation and Glycoproteins Research|RNA and protein synthesis mechanisms|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions
2024-12-05,3,118.64,-0.0103023983315955,-0.0228000674308832,9218650,247815748.0,0.0780792176816849,0.0849659837546668,63.0,0.0,-0.20949342826338138,0,Bacterial Genetics and Biotechnology,Genomics and Phylogenetic Studies,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,Legume Nitrogen Fixing Symbiosis,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Genomics and Phylogenetic Studies|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Legume Nitrogen Fixing Symbiosis
2024-12-06,2,120.22,0.0133175994605529,-0.0433788055232073,8120442,246434148.0,-0.1191289397037527,-0.2893912760497599,65.0,-0.33333333333333337,-0.5034696770931296,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Genomics and Phylogenetic Studies,Microbial Metabolic Engineering and Bioproduction,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Genomics and Phylogenetic Studies|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms
2024-12-09,2,119.99,-0.0019131592081184,-0.0332111009250771,7596893,243328190.0,-0.0644729683433488,-0.4843091937747006,63.0,0.0,-0.49893281980306553,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,CRISPR and Genetic Engineering,,,2.0,1.0,1.0,,,4.0,1.0,0.5,0.5,,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering
2024-12-10,0,118.99,-0.0083340278356529,-0.0240776535843348,6747305,238900315.0,-0.1118336140840735,-0.8307349356413429,61.0,-1.0,-1.0855838780822673,0,,,,,,,,,,,,,,,,,
2024-12-11,1,118.535,-0.0038238507437601,-0.0625131817606613,6822418,234604491.0,0.0111322965243159,-0.7882454497261306,60.0,,-0.7751744508478735,0,Antibiotic Resistance in Bacteria,Bacterial Genetics and Biotechnology,Gut microbiota and health,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Antibiotic Resistance in Bacteria|Bacterial Genetics and Biotechnology|Gut microbiota and health
2024-12-12,2,115.935,-0.0219344497405828,-0.0467934618536248,11010652,236561326.0,0.6138929042459726,0.6515552964957805,59.0,1.0,-0.4687857401620131,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Fungal and yeast genetics research,Genomics and Phylogenetic Studies,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Fungal and yeast genetics research|Genomics and Phylogenetic Studies|RNA and protein synthesis mechanisms
2024-12-13,6,115.005,-0.0080217363177641,-0.0260858223555499,13706100,233104031.0,0.2448036683022949,1.2915538161756346,62.0,2.0,0.7395921571879657,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Antibiotic Resistance in Bacteria,CRISPR and Genetic Engineering,6.0,3.0,2.0,1.0,1.0,18.0,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Antibiotic Resistance in Bacteria|CRISPR and Genetic Engineering
2024-12-16,2,116.005,0.0086952741185164,-0.0280591353820955,9986538,209233955.0,-0.271380042462845,0.3331952410336564,61.0,-0.6666666666666667,-0.4765596780139332,0,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Bacterial biofilms and quorum sensing,Enzyme Structure and Function,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacterial biofilms and quorum sensing|Enzyme Structure and Function|RNA and protein synthesis mechanisms
2024-12-17,1,116.125,0.0010344381707685,-0.0272120559741657,8292107,203479946.0,-0.1696715117891706,-0.2299955353278074,58.0,-0.5,-0.7748420565457111,0,Bacterial Genetics and Biotechnology,Cellular transport and secretion,Monoclonal and Polyclonal Antibodies Research,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Cellular transport and secretion|Monoclonal and Polyclonal Antibodies Research
2024-12-18,2,111.125,-0.0430570505920344,0.0228121484814398,18283448,207699112.0,1.2049218612350274,2.10694685777939,59.0,1.0,-0.4636465818554495,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,DNA Repair Mechanisms,DNA and Nucleic Acid Chemistry,,2.0,1.0,1.0,1.0,,5.0,1.0,0.5,0.5,0.5,,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|DNA Repair Mechanisms|DNA and Nucleic Acid Chemistry
2024-12-19,3,110.51,-0.0055343082114734,0.017419238078002,14172375,210064460.0,-0.2248521723036048,1.322530376784601,56.0,0.5,-0.15353118179549063,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,Enzyme Production and Characterization,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Enzyme Production and Characterization
2024-12-20,2,112.005,0.0135281874943442,-0.0109370117405472,12336561,209359647.0,-0.1295346757336014,0.9000702186844091,57.0,-0.33333333333333337,-0.4610387829468747,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Microbial Metabolic Engineering and Bioproduction,Microbial Natural Products and Biosynthesis,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Microbial Metabolic Engineering and Bioproduction|Microbial Natural Products and Biosynthesis
2024-12-23,6,112.75,0.0066514887728226,-0.0143237250554323,9244572,207659555.0,-0.2506362186349988,0.0422218372037949,58.0,2.0,0.7817095772077484,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Bacterial biofilms and quorum sensing,Cancer Research and Treatments,6.0,5.0,4.0,1.0,1.0,18.0,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Bacterial biofilms and quorum sensing|Cancer Research and Treatments
2024-12-24,0,112.965,0.0019068736141907,-0.00659496304165,4003440,194886778.0,-0.5669415522968505,-2.357301654268772,55.0,-1.0,-1.0840919459923508,0,,,,,,,,,,,,,,,,,
2024-12-26,4,113.66,0.0061523480724117,-0.0033433045926446,6485996,191313311.0,0.6201057090901825,-0.9461639981624776,55.0,,0.16723006131507945,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Cancer Research and Treatments,Enzyme Structure and Function,Legume Nitrogen Fixing Symbiosis,4.0,1.0,1.0,1.0,1.0,12.0,1.0,0.25,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Cancer Research and Treatments|Enzyme Structure and Function|Legume Nitrogen Fixing Symbiosis
2024-12-27,1,112.435,-0.0107777582262889,0.0072486325432472,9581023,192047928.0,0.4771860790540112,0.1852710144645032,54.0,-0.75,-0.7702442489446452,1,Bacterial Genetics and Biotechnology,Genomics and Phylogenetic Studies,Microbial Community Ecology and Physiology,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Genomics and Phylogenetic Studies|Microbial Community Ecology and Physiology
2024-12-30,4,110.78,-0.014719615778005,0.0306011915508215,7676478,194076892.0,-0.1987830527074197,-0.4586335850185723,54.0,3.0,0.17606513769054669,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Microbial Metabolic Engineering and Bioproduction,Protein Structure and Dynamics,4.0,3.0,2.0,1.0,1.0,12.0,1.0,0.75,0.5,0.25,0.25,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Microbial Metabolic Engineering and Bioproduction|Protein Structure and Dynamics
2024-12-31,4,111.135,0.003204549557682,0.0219102892878031,8151747,187674320.0,0.0619123770041416,-0.2805428131098004,49.0,0.0,0.17499401677917842,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,CRISPR and Genetic Engineering,Escherichia coli research studies,Genomics and Phylogenetic Studies,4.0,3.0,1.0,1.0,1.0,12.0,1.0,0.75,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|CRISPR and Genetic Engineering|Escherichia coli research studies|Genomics and Phylogenetic Studies
2025-01-02,28,112.22,0.00976290097629,-0.0101140616645875,9285716,189273456.0,0.1391074821139566,0.1032128118443876,76.0,6.0,5.924625201868921,0,Bacterial Genetics and Biotechnology,Genomics and Phylogenetic Studies,RNA and protein synthesis mechanisms,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,28.0,9.0,8.0,5.0,4.0,76.0,1.0,0.32142857142857145,0.2857142857142857,0.17857142857142858,0.14285714285714285,Bacterial Genetics and Biotechnology|Genomics and Phylogenetic Studies|RNA and protein synthesis mechanisms|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions
2025-01-03,1,113.28,0.0094457315986455,-0.0150512005649717,6698259,187420720.0,-0.2786491639416928,-0.8576623296669718,74.0,-0.9642857142857143,-0.6638597265858093,0,Bacterial Genetics and Biotechnology,Evolution and Genetic Dynamics,Protein Structure and Dynamics,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Evolution and Genetic Dynamics|Protein Structure and Dynamics
2025-01-06,5,113.25,-0.0002648305084745,-0.0365121412803532,6314847,184516917.0,-0.0572405456402924,-1.0207158234089189,76.0,4.0,0.31427505225895597,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Bacterial biofilms and quorum sensing,Genomics and Phylogenetic Studies,5.0,4.0,3.0,1.0,1.0,15.0,1.0,0.8,0.6,0.2,0.2,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Bacterial biofilms and quorum sensing|Genomics and Phylogenetic Studies
2025-01-07,4,114.17,0.0081236203090508,-0.0278969957081546,11399831,187796306.0,0.8052426289979788,0.728559263811099,78.0,-0.19999999999999996,0.06756684269122536,0,Bacterial Genetics and Biotechnology,Microbial Metabolic Engineering and Bioproduction,RNA and protein synthesis mechanisms,Animal Genetics and Reproduction,CRISPR and Genetic Engineering,4.0,2.0,2.0,1.0,1.0,10.0,1.0,0.5,0.5,0.25,0.25,Bacterial Genetics and Biotechnology|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms|Animal Genetics and Reproduction|CRISPR and Genetic Engineering
2025-01-08,4,113.57,-0.0052553210125251,-0.0276921722285814,8869730,189069143.0,-0.2219419744029538,-0.0192286044699792,80.0,0.0,0.06718877674681041,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,CRISPR and Genetic Engineering,DNA Repair Mechanisms,4.0,2.0,2.0,1.0,1.0,12.0,1.0,0.5,0.5,0.25,0.25,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms|CRISPR and Genetic Engineering|DNA Repair Mechanisms
2025-01-10,1,111.085,-0.0218807783745709,-0.0069766395102848,15723925,198045763.0,0.7727625305392611,1.6608305640841388,81.0,-0.75,-0.6747867934738959,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms
2025-01-13,4,111.575,0.0044110365935996,0.0155052655164686,14640139,205863484.0,-0.0689259202139415,1.4245466034599257,84.0,3.0,0.07456548876599225,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Antibiotic Resistance in Bacteria,CRISPR and Genetic Engineering,Gene Regulatory Network Analysis,4.0,3.0,1.0,1.0,1.0,12.0,1.0,0.75,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Antibiotic Resistance in Bacteria|CRISPR and Genetic Engineering|Gene Regulatory Network Analysis
2025-01-14,0,109.115,-0.0220479498095451,0.0424781194152958,15418352,210271184.0,0.0531561209903812,1.5477654984806022,82.0,-1.0,-0.9212969485116185,1,,,,,,,,,,,,,,,,,
2025-01-15,1,110.985,0.017137882051047,0.0417173491913323,15575493,212140577.0,0.0101918155714695,1.5482216309016332,77.0,,-0.6645956621383826,1,Bacillus and Francisella bacterial research,Bacterial Genetics and Biotechnology,Vibrio bacteria research studies,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacillus and Francisella bacterial research|Bacterial Genetics and Biotechnology|Vibrio bacteria research studies
2025-01-16,1,110.425,-0.0050457269000313,0.0403441249717,8030565,210184604.0,-0.4844102205946226,-0.3724051122979105,76.0,0.0,-0.6595248703352234,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms
2025-01-17,2,110.31,-0.0010414308354087,0.0469585712990663,8620406,210512903.0,0.0734495019964349,-0.1648202902483724,77.0,1.0,-0.4040055610462828,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Cancer Research and Treatments,DNA Repair Mechanisms,Escherichia coli research studies,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Cancer Research and Treatments|DNA Repair Mechanisms|Escherichia coli research studies
2025-01-21,7,113.305,0.0271507569576647,0.0208728652751422,9793691,202023146.0,0.136105538416636,0.2081223865525881,82.0,2.5,0.8590027341273849,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Antibiotic Resistance in Bacteria,RNA and protein synthesis mechanisms,Bacterial biofilms and quorum sensing,7.0,4.0,2.0,2.0,1.0,19.0,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Antibiotic Resistance in Bacteria|RNA and protein synthesis mechanisms|Bacterial biofilms and quorum sensing
2025-01-22,7,113.75,0.0039274524513481,0.0112967032967032,10833122,198683893.0,0.1061327133968184,0.5020665217198622,86.0,0.0,0.8513438438860255,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Protein Structure and Dynamics,Vibrio bacteria research studies,Bacillus and Francisella bacterial research,7.0,2.0,2.0,2.0,1.0,21.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Protein Structure and Dynamics|Vibrio bacteria research studies|Bacillus and Francisella bacterial research
2025-01-23,1,115.615,0.0163956043956043,0.0051031440557021,11794425,198141757.0,0.0887373926002126,0.7475403638941104,85.0,-0.8571428571428572,-0.6728977862809782,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms
2025-01-24,4,114.88,-0.0063573065778662,0.006833217270195,10407412,199304597.0,-0.1175990351373635,0.3744892288350943,83.0,3.0,0.0934179668297174,1,Bacterial Genetics and Biotechnology,Biochemical and Molecular Research,DNA Repair Mechanisms,Escherichia coli research studies,Gut microbiota and health,4.0,1.0,1.0,1.0,1.0,12.0,1.0,0.25,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Biochemical and Molecular Research|DNA Repair Mechanisms|Escherichia coli research studies|Gut microbiota and health
2025-01-27,5,115.49,0.0053098885793874,-0.007403238375617,12430342,207731499.0,0.1943739711659344,0.8952207330914489,88.0,0.25,0.3483632970276739,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Genomics and Phylogenetic Studies,Antimicrobial Resistance in Staphylococcus,Bacterial biofilms and quorum sensing,5.0,2.0,2.0,1.0,1.0,15.0,1.0,0.4,0.4,0.2,0.2,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Genomics and Phylogenetic Studies|Antimicrobial Resistance in Staphylococcus|Bacterial biofilms and quorum sensing
2025-01-28,2,115.67,0.0015585765001298,0.0001729056799515,10542373,211787876.0,-0.1518839143766116,0.4018987657793914,86.0,-0.6,-0.4233019368303914,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Antimicrobial Peptides and Activities,RNA and protein synthesis mechanisms,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Antimicrobial Peptides and Activities|RNA and protein synthesis mechanisms
2025-01-29,4,115.035,-0.0054897553384629,0.0302516625374886,10908521,213115374.0,0.0347310799949878,0.5010059109609918,89.0,1.0,0.0944562177862153,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Bacterial biofilms and quorum sensing,Drug Transport and Resistance Mechanisms,Enzyme Structure and Function,4.0,2.0,1.0,1.0,1.0,12.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Bacterial biofilms and quorum sensing|Drug Transport and Resistance Mechanisms|Enzyme Structure and Function
2025-01-30,2,116.205,0.0101708175772592,0.0065401660857966,9118571,214557467.0,-0.1640873221951904,-0.0372710152190142,87.0,-0.5,-0.42389765194143536,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Escherichia coli research studies,Microbial Inactivation Methods,Probiotics and Fermented Foods,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Escherichia coli research studies|Microbial Inactivation Methods|Probiotics and Fermented Foods
2025-01-31,2,115.665,-0.0046469601135925,-0.0104612458392773,9122026,215527746.0,0.0003788970881513,-0.0359546697387478,85.0,0.0,-0.42150709745287984,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Escherichia coli research studies,Evolution and Genetic Dynamics,Probiotics and Fermented Foods,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Escherichia coli research studies|Evolution and Genetic Dynamics|Probiotics and Fermented Foods
2025-02-03,18,114.635,-0.0089050274499632,-0.0121254416190516,10056314,216298344.0,0.1024211068900702,0.2585572934070336,75.0,8.0,3.526285012438211,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,RNA and protein synthesis mechanisms,Microbial Metabolic Engineering and Bioproduction,DNA Repair Mechanisms,18.0,6.0,5.0,4.0,2.0,48.0,1.0,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.1111111111111111,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms|Microbial Metabolic Engineering and Bioproduction|DNA Repair Mechanisms
2025-02-04,2,115.69,0.0092031229554674,-0.0349641282738351,10346122,219946207.0,0.0288185114347065,0.3433297381555562,76.0,-0.8888888888888888,-0.4286710253959872,0,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Escherichia coli research studies,Microbial Community Ecology and Physiology,Microbial bioremediation and biosurfactants,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Escherichia coli research studies|Microbial Community Ecology and Physiology|Microbial bioremediation and biosurfactants
2025-02-05,1,118.515,0.0244187051603423,-0.048896764122685,9839459,223470819.0,-0.0489712957183378,0.188751572988162,72.0,-0.5,-0.6723793344649079,0,Bacterial Genetics and Biotechnology,Microbial Community Ecology and Physiology,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Microbial Community Ecology and Physiology|RNA and protein synthesis mechanisms
2025-02-06,2,116.965,-0.0130785132683627,-0.026161672295131,8731450,220802438.0,-0.1126087318418624,-0.1777003769447746,70.0,1.0,-0.4211368877428482,0,Bacterial Genetics and Biotechnology,Advanced Proteomics Techniques and Applications,Escherichia coli research studies,Microbial Metabolic Engineering and Bioproduction,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Advanced Proteomics Techniques and Applications|Escherichia coli research studies|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms
